"Gender","Ethnicity","EEO4 Description","EEOP Job Group Description","Department  ","EEO Function","Age","Employment Status"
"Female","Black/African American","Professionals","Officials and Adminstrators","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","RISK MANAGEMENT","Financial Administration","60-69","Classified Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","PUBLIC HEALTH DEPARTMENT","Health","30-39","Classified Permanent"
"Male","Asian","Professionals","Administrative Support","COUNTY COUNSEL","Financial Administration","50-59","Classified Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","White","Administrative Support","Administrative Support","COUNTY COMMUNICATIONS","Police Protection","50-59","Classified Permanent"
"Female","Hispanic/Latino","Technicians","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","40-49","Classified Permanent"
"Male","Two or More Races","Service Maintenance","Technicians","ROADS DEPARTMENT","Streets and Highways","20-29","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Benefits"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Male","Not Specified","Service Maintenance","Technicians","ROADS DEPARTMENT","Streets and Highways","30-39","Classified Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","40-49","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Male","Not Specified","Professionals","Officials and Adminstrators","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","30-39","Classified Permanent"
"Female","Asian","Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Male","Not Specified","Professionals","Professionals","PRETRIAL SERVICES","Corrections","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","70 or older","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","40-49","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","40-49","Classified Permanent"
"Male","Not Specified","Skilled Craft Workers","Skilled Craft","FLEET SERVICES","Financial Administration","60-69","Classified Permanent"
"Female","Asian","Officials and Administrators","Officials and Adminstrators","VALLEY HEALTH PLAN","Health","50-59","Executive Management"
"Male","White","Professionals","Officials and Adminstrators","COUNTY COUNSEL","Financial Administration","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","PUBLIC HEALTH DEPARTMENT","Health","30-39","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Benefits"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Administrative Support","PUBLIC HEALTH DEPARTMENT","Health","40-49","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","White","Professionals","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","70 or older","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","DISTRICT ATTORNEY","Financial Administration","40-49","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","30-39","Classified Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Male","Asian","Paraprofessionals","Technicians","CUSTODY HEALTH SERVICES","Health","50-59","Classified Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","30-39","Classified Permanent"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION","Natural Resources","40-49","Classified Permanent"
"Female","Black/African American","Administrative Support","Administrative Support","CLERK OF THE BOARD","Financial Administration","40-49","Classified Permanent"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Not Specified","Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY","Financial Administration","30-39","Classified Permanent"
"Female","Not Specified","Professionals","Professionals","PUBLIC DEFENDER","Financial Administration","40-49","Classified Permanent"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","30-39","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","30-39","Classified Permanent"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","60-69","Unclassified Extra Help"
"Male","White","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","30-39","Classified Permanent"
"Male","Not Specified","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","40-49","Classified Permanent"
"Female","Two or More Races","Technicians","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","30-39","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","40-49","Classified Permanent"
"Male","American Indian/Alaska Native","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","30-39","Classified Permanent"
"Male","Not Specified","Service Maintenance","Service Maintenance","FACILITIES","Financial Administration","50-59","Classified Permanent"
"Female","American Indian/Alaska Native","Professionals","Professionals","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","50-59","Classified Permanent"
"Male","Asian","Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH","Natural Resources","50-59","Classified Permanent"
"Female","Asian","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Male","Asian","Officials and Administrators","Officials and Adminstrators","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","40-49","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Unclassified Extra Help"
"Female","Hispanic/Latino","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Not Specified","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","White","Officials and Administrators","Officials and Adminstrators","ROADS DEPARTMENT","Streets and Highways","60-69","Classified Permanent"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","DISTRICT ATTORNEY","Financial Administration","30-39","Classified Permanent"
"Male","Two or More Races","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","White","Officials and Administrators","Officials and Adminstrators","SHO - CUSTODY BUREAU","Corrections","50-59","Executive Management"
"Female","Asian","Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVS","Other","30-39","Classified Permanent"
"Female","White","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","30-39","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","30-39","Classified Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","30-39","Classified Permanent"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","40-49","Classified Permanent"
"Female","Asian","Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES","Health","30-39","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","American Indian/Alaska Native","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
